ordernumber,orderdate,year,month,month_name,country,territory,productline,dealsize,quantityordered,priceeach,sales,calc_sales,sales_valid
10267,2004-07-07,2004,7,Jul,Usa,Unknown,Classic Cars,Medium,38,87.24,3315.12,3315.12,True
10267,2004-07-07,2004,7,Jul,Usa,Unknown,Classic Cars,Medium,40,80.1,3204.0,3204.0,True
10267,2004-07-07,2004,7,Jul,Usa,Unknown,Classic Cars,Medium,44,96.74,4256.56,4256.56,True
10269,2004-07-16,2004,7,Jul,Austria,Emea,Vintage Cars,Medium,48,97.39,4674.72,4674.72,True
10269,2004-07-16,2004,7,Jul,Austria,Emea,Vintage Cars,Small,32,63.08,2018.56,2018.56,True
10270,2004-07-19,2004,7,Jul,Australia,Apac,Vintage Cars,Small,31,96.24,2983.44,2983.44,True
10270,2004-07-19,2004,7,Jul,Australia,Apac,Trucks And Buses,Small,32,85.72,2743.04,2743.04,True
10270,2004-07-19,2004,7,Jul,Australia,Apac,Classic Cars,Medium,46,88.0,4048.0,4048.0,True
10270,2004-07-19,2004,7,Jul,Australia,Apac,Trucks And Buses,Medium,43,96.84,4164.12,4164.12,True
10270,2004-07-19,2004,7,Jul,Australia,Apac,Trucks And Buses,Small,21,63.35,1330.35,1330.35,True
10270,2004-07-19,2004,7,Jul,Australia,Apac,Vintage Cars,Small,44,58.36,2567.84,2567.84,True
10271,2004-07-20,2004,7,Jul,Usa,Unknown,Trucks And Buses,Medium,34,98.39,3345.26,3345.26,True
10271,2004-07-20,2004,7,Jul,Usa,Unknown,Classic Cars,Small,38,41.72,1585.36,1585.36,True
10271,2004-07-20,2004,7,Jul,Usa,Unknown,Classic Cars,Small,45,64.74,2913.3,2913.3,True
10272,2004-07-20,2004,7,Jul,Usa,Unknown,Trains,Small,43,56.82,2443.26,2443.26,True
10271,2004-07-20,2004,7,Jul,Usa,Unknown,Trucks And Buses,Medium,31,97.17,3012.27,3012.27,True
10271,2004-07-20,2004,7,Jul,Usa,Unknown,Trucks And Buses,Small,25,69.28,1732.0,1732.0,True
10271,2004-07-20,2004,7,Jul,Usa,Unknown,Trucks And Buses,Small,35,47.62,1666.7,1666.7,True
10272,2004-07-20,2004,7,Jul,Usa,Unknown,Trains,Small,45,64.63,2908.35,2908.35,True
10273,2004-07-21,2004,7,Jul,Belgium,Emea,Vintage Cars,Medium,50,85.75,4287.5,4287.5,True
10273,2004-07-21,2004,7,Jul,Belgium,Emea,Vintage Cars,Small,33,71.09,2345.97,2345.97,True
10274,2004-07-21,2004,7,Jul,Usa,Unknown,Planes,Small,40,65.08,2603.2,2603.2,True
10273,2004-07-21,2004,7,Jul,Belgium,Emea,Ships,Medium,34,98.06,3334.04,3334.04,True
10273,2004-07-21,2004,7,Jul,Belgium,Emea,Ships,Small,21,65.34,1372.14,1372.14,True
10274,2004-07-21,2004,7,Jul,Usa,Unknown,Ships,Small,24,90.52,2172.48,2172.48,True
10273,2004-07-21,2004,7,Jul,Belgium,Emea,Ships,Medium,40,86.15,3446.0,3446.0,True
10273,2004-07-21,2004,7,Jul,Belgium,Emea,Ships,Small,37,45.86,1696.82,1696.82,True
10274,2004-07-21,2004,7,Jul,Usa,Unknown,Planes,Small,32,58.6,1875.2,1875.2,True
10274,2004-07-21,2004,7,Jul,Usa,Unknown,Vintage Cars,Small,24,72.33,1735.92,1735.92,True
10273,2004-07-21,2004,7,Jul,Belgium,Emea,Vintage Cars,Medium,48,83.02,3984.96,3984.96,True
10273,2004-07-21,2004,7,Jul,Belgium,Emea,Ships,Small,42,62.16,2610.72,2610.72,True
10275,2004-07-23,2004,7,Jul,France,Emea,Planes,Small,25,95.2,2380.0,2380.0,True
10275,2004-07-23,2004,7,Jul,France,Emea,Motorcycles,Small,23,81.91,1883.93,1883.93,True
10275,2004-07-23,2004,7,Jul,France,Emea,Planes,Medium,41,81.89,3357.49,3357.49,True
10275,2004-07-23,2004,7,Jul,France,Emea,Vintage Cars,Small,38,45.39,1724.82,1724.82,True
10275,2004-07-23,2004,7,Jul,France,Emea,Planes,Small,27,62.31,1682.37,1682.37,True
10275,2004-07-23,2004,7,Jul,France,Emea,Planes,Small,32,89.51,2864.32,2864.32,True
10275,2004-07-23,2004,7,Jul,France,Emea,Vintage Cars,Small,28,63.97,1791.16,1791.16,True
10275,2004-07-23,2004,7,Jul,France,Emea,Motorcycles,Small,30,79.98,2399.4,2399.4,True
10275,2004-07-23,2004,7,Jul,France,Emea,Planes,Medium,35,90.39,3163.65,3163.65,True
10275,2004-07-23,2004,7,Jul,France,Emea,Planes,Medium,43,73.6,3164.8,3164.8,True
10275,2004-07-23,2004,7,Jul,France,Emea,Motorcycles,Small,37,63.6,2353.2,2353.2,True
10275,2004-07-23,2004,7,Jul,France,Emea,Planes,Small,31,72.55,2249.05,2249.05,True
10275,2004-07-23,2004,7,Jul,France,Emea,Motorcycles,Medium,45,92.83,4177.35,4177.35,True
10276,2004-08-02,2004,8,Aug,Usa,Unknown,Motorcycles,Medium,46,75.49,3472.54,3472.54,True
10276,2004-08-02,2004,8,Aug,Usa,Unknown,Motorcycles,Small,33,50.36,1661.88,1661.88,True
10276,2004-08-02,2004,8,Aug,Usa,Unknown,Classic Cars,Medium,38,83.79,3184.02,3184.02,True
10276,2004-08-02,2004,8,Aug,Usa,Unknown,Classic Cars,Small,20,61.23,1224.6,1224.6,True
10276,2004-08-02,2004,8,Aug,Usa,Unknown,Classic Cars,Medium,48,75.18,3608.64,3608.64,True
10276,2004-08-02,2004,8,Aug,Usa,Unknown,Motorcycles,Small,21,70.78,1486.38,1486.38,True
10276,2004-08-02,2004,8,Aug,Usa,Unknown,Motorcycles,Small,27,36.61,988.47,988.47,True
10276,2004-08-02,2004,8,Aug,Usa,Unknown,Classic Cars,Small,38,69.96,2658.48,2658.48,True
10278,2004-08-06,2004,8,Aug,Usa,Unknown,Classic Cars,Small,29,90.86,2634.94,2634.94,True
10278,2004-08-06,2004,8,Aug,Usa,Unknown,Classic Cars,Small,31,38.89,1205.59,1205.59,True
10278,2004-08-06,2004,8,Aug,Usa,Unknown,Classic Cars,Small,35,45.28,1584.8,1584.8,True
10279,2004-08-09,2004,8,Aug,Spain,Emea,Classic Cars,Small,32,74.96,2398.72,2398.72,True
10279,2004-08-09,2004,8,Aug,Spain,Emea,Classic Cars,Small,26,60.58,1575.08,1575.08,True
10279,2004-08-09,2004,8,Aug,Spain,Emea,Classic Cars,Medium,49,79.97,3918.53,3918.53,True
10279,2004-08-09,2004,8,Aug,Spain,Emea,Classic Cars,Small,33,71.06,2344.98,2344.98,True
10280,2004-08-17,2004,8,Aug,Italy,Emea,Vintage Cars,Small,33,41.85,1381.05,1381.05,True
10280,2004-08-17,2004,8,Aug,Italy,Emea,Vintage Cars,Small,20,28.88,577.6,577.6,True
10280,2004-08-17,2004,8,Aug,Italy,Emea,Vintage Cars,Small,25,62.96,1574.0,1574.0,True
10280,2004-08-17,2004,8,Aug,Italy,Emea,Vintage Cars,Small,45,47.49,2137.05,2137.05,True
10280,2004-08-17,2004,8,Aug,Italy,Emea,Vintage Cars,Small,27,57.68,1557.36,1557.36,True
10280,2004-08-17,2004,8,Aug,Italy,Emea,Vintage Cars,Small,43,68.71,2954.53,2954.53,True
10280,2004-08-17,2004,8,Aug,Italy,Emea,Vintage Cars,Small,21,78.89,1656.69,1656.69,True
10281,2004-08-19,2004,8,Aug,Usa,Unknown,Classic Cars,Small,27,85.98,2321.46,2321.46,True
10281,2004-08-19,2004,8,Aug,Usa,Unknown,Trucks And Buses,Small,36,77.57,2792.52,2792.52,True
10281,2004-08-19,2004,8,Aug,Usa,Unknown,Vintage Cars,Small,44,59.87,2634.28,2634.28,True
10281,2004-08-19,2004,8,Aug,Usa,Unknown,Trucks And Buses,Small,29,82.83,2402.07,2402.07,True
10281,2004-08-19,2004,8,Aug,Usa,Unknown,Trucks And Buses,Small,31,55.19,1710.89,1710.89,True
10281,2004-08-19,2004,8,Aug,Usa,Unknown,Trucks And Buses,Small,25,99.29,2482.25,2482.25,True
10281,2004-08-19,2004,8,Aug,Usa,Unknown,Trucks And Buses,Small,29,57.73,1674.17,1674.17,True
10281,2004-08-19,2004,8,Aug,Usa,Unknown,Classic Cars,Small,20,40.66,813.2,813.1999999999999,True
10282,2004-08-20,2004,8,Aug,Usa,Unknown,Trains,Small,36,59.65,2147.4,2147.4,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Ships,Small,20,94.14,1882.8,1882.8,True
10282,2004-08-20,2004,8,Aug,Usa,Unknown,Classic Cars,Small,29,46.82,1357.78,1357.78,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Ships,Medium,45,78.67,3540.15,3540.15,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Ships,Small,22,88.15,1939.3,1939.3,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Vintage Cars,Medium,34,92.94,3159.96,3159.96,True
10282,2004-08-20,2004,8,Aug,Usa,Unknown,Trains,Small,37,66.78,2470.86,2470.86,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Vintage Cars,Small,33,72.96,2407.68,2407.68,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Planes,Small,43,57.61,2477.23,2477.23,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Ships,Small,21,98.06,2059.26,2059.26,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Ships,Medium,38,89.38,3396.44,3396.44,True
10282,2004-08-20,2004,8,Aug,Usa,Unknown,Ships,Medium,43,86.61,3724.23,3724.23,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Ships,Medium,47,65.77,3091.19,3091.19,True
10283,2004-08-20,2004,8,Aug,Canada,Unknown,Ships,Small,33,51.32,1693.56,1693.56,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Planes,Small,32,64.41,2061.12,2061.12,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Planes,Small,24,83.12,1994.88,1994.88,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Planes,Small,21,71.0,1491.0,1491.0,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Planes,Small,25,69.6,1740.0,1740.0,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Vintage Cars,Small,39,71.67,2795.13,2795.13,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Vintage Cars,Medium,50,81.86,4093.0,4093.0,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Planes,Small,30,73.99,2219.7,2219.7,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Planes,Small,31,71.81,2226.11,2226.11,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Vintage Cars,Small,33,51.93,1713.69,1713.69,True
10284,2004-08-21,2004,8,Aug,Norway,Emea,Planes,Small,21,55.96,1175.16,1175.16,True
10285,2004-08-27,2004,8,Aug,Usa,Unknown,Motorcycles,Medium,37,98.89,3658.93,3658.93,True
10285,2004-08-27,2004,8,Aug,Usa,Unknown,Motorcycles,Small,26,100.0,2600.26,2600.0,True
10285,2004-08-27,2004,8,Aug,Usa,Unknown,Motorcycles,Medium,39,78.92,3077.88,3077.88,True
10285,2004-08-27,2004,8,Aug,Usa,Unknown,Motorcycles,Small,37,41.03,1518.11,1518.11,True
10285,2004-08-27,2004,8,Aug,Usa,Unknown,Motorcycles,Small,38,59.56,2263.28,2263.28,True
10285,2004-08-27,2004,8,Aug,Usa,Unknown,Motorcycles,Small,20,49.06,981.2,981.2,True
10285,2004-08-27,2004,8,Aug,Usa,Unknown,Motorcycles,Small,39,70.08,2733.12,2733.12,True
10286,2004-08-28,2004,8,Aug,France,Emea,Motorcycles,Small,38,57.2,2173.6,2173.6,True
10287,2004-08-30,2004,8,Aug,Switzerland,Emea,Classic Cars,Medium,40,88.12,3524.8,3524.8,True
10287,2004-08-30,2004,8,Aug,Switzerland,Emea,Classic Cars,Small,20,67.97,1359.4,1359.4,True
10287,2004-08-30,2004,8,Aug,Switzerland,Emea,Classic Cars,Medium,43,70.76,3042.68,3042.68,True
10287,2004-08-30,2004,8,Aug,Switzerland,Emea,Classic Cars,Medium,44,82.39,3625.16,3625.16,True
10287,2004-08-30,2004,8,Aug,Switzerland,Emea,Classic Cars,Small,41,69.43,2846.63,2846.63,True
10287,2004-08-30,2004,8,Aug,Switzerland,Emea,Classic Cars,Small,36,39.65,1427.4,1427.4,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Classic Cars,Small,50,52.32,2616.0,2616.0,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Classic Cars,Small,35,80.87,2830.45,2830.45,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Vintage Cars,Small,35,80.99,2834.65,2834.65,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Vintage Cars,Small,28,61.75,1729.0,1729.0,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Classic Cars,Small,23,73.41,1688.43,1688.43,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Classic Cars,Small,36,66.14,2381.04,2381.04,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Vintage Cars,Small,33,40.62,1340.46,1340.46,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Vintage Cars,Small,29,38.17,1106.93,1106.93,True
10288,2004-09-01,2004,9,Sep,Singapore,Apac,Classic Cars,Small,34,68.49,2328.66,2328.66,True
10289,2004-09-03,2004,9,Sep,Norway,Emea,Vintage Cars,Small,45,48.38,2177.1,2177.1,True
10289,2004-09-03,2004,9,Sep,Norway,Emea,Vintage Cars,Small,24,56.07,1345.68,1345.68,True
10290,2004-09-07,2004,9,Sep,Usa,Unknown,Vintage Cars,Small,26,96.23,2501.98,2501.98,True
10291,2004-09-08,2004,9,Sep,Sweden,Emea,Vintage Cars,Small,29,51.82,1502.78,1502.78,True
10291,2004-09-08,2004,9,Sep,Sweden,Emea,Trucks And Buses,Small,26,83.79,2178.54,2178.54,True
10292,2004-09-08,2004,9,Sep,Usa,Unknown,Classic Cars,Small,40,53.75,2150.0,2150.0,True
10292,2004-09-08,2004,9,Sep,Usa,Unknown,Trains,Small,35,55.07,1927.45,1927.45,True
10292,2004-09-08,2004,9,Sep,Usa,Unknown,Classic Cars,Small,39,30.06,1172.34,1172.34,True
10292,2004-09-08,2004,9,Sep,Usa,Unknown,Trucks And Buses,Small,50,46.53,2326.5,2326.5,True
10291,2004-09-08,2004,9,Sep,Sweden,Emea,Trucks And Buses,Small,26,57.73,1500.98,1500.98,True
10292,2004-09-08,2004,9,Sep,Usa,Unknown,Trains,Small,31,67.73,2099.63,2099.63,True
10291,2004-09-08,2004,9,Sep,Sweden,Emea,Vintage Cars,Small,37,50.59,1871.83,1871.83,True
10291,2004-09-08,2004,9,Sep,Sweden,Emea,Trucks And Buses,Small,32,71.75,2296.0,2296.0,True
10293,2004-09-09,2004,9,Sep,Italy,Emea,Ships,Small,29,71.89,2084.81,2084.81,True
10293,2004-09-09,2004,9,Sep,Italy,Emea,Ships,Small,32,60.06,1921.92,1921.92,True
10295,2004-09-10,2004,9,Sep,Usa,Unknown,Ships,Small,26,75.34,1958.84,1958.84,True
10295,2004-09-10,2004,9,Sep,Usa,Unknown,Ships,Small,44,58.55,2576.2,2576.2,True
10295,2004-09-10,2004,9,Sep,Usa,Unknown,Vintage Cars,Medium,46,84.97,3908.62,3908.62,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Planes,Small,21,71.25,1496.25,1496.25,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Ships,Small,21,96.34,2023.14,2023.14,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Vintage Cars,Small,22,77.15,1697.3,1697.3,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Planes,Small,21,45.19,948.99,948.99,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Planes,Small,22,80.8,1777.6,1777.6,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Vintage Cars,Small,26,48.44,1259.44,1259.44,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Planes,Small,32,71.65,2292.8,2292.8,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Planes,Medium,47,86.62,4071.14,4071.14,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Vintage Cars,Small,31,53.92,1671.52,1671.52,True
10296,2004-09-15,2004,9,Sep,Germany,Emea,Vintage Cars,Small,22,84.7,1863.4,1863.4,True
10297,2004-09-16,2004,9,Sep,Ireland,Emea,Planes,Small,25,82.79,2069.75,2069.75,True
10297,2004-09-16,2004,9,Sep,Ireland,Emea,Vintage Cars,Small,28,79.8,2234.4,2234.4,True
10297,2004-09-16,2004,9,Sep,Ireland,Emea,Motorcycles,Small,32,65.51,2096.32,2096.32,True
10297,2004-09-16,2004,9,Sep,Ireland,Emea,Planes,Small,23,72.45,1666.35,1666.35,True
10298,2004-09-27,2004,9,Sep,France,Emea,Motorcycles,Medium,39,96.34,3757.26,3757.26,True
10298,2004-09-27,2004,9,Sep,France,Emea,Motorcycles,Small,32,48.46,1550.72,1550.72,True
10299,2004-09-30,2004,9,Sep,Finland,Emea,Classic Cars,Small,32,80.84,2586.88,2586.88,True
10299,2004-09-30,2004,9,Sep,Finland,Emea,Motorcycles,Small,33,66.49,2194.17,2194.17,True
10299,2004-09-30,2004,9,Sep,Finland,Emea,Motorcycles,Small,39,55.95,2182.05,2182.05,True
10299,2004-09-30,2004,9,Sep,Finland,Emea,Motorcycles,Medium,44,80.55,3544.2,3544.2,True
10299,2004-09-30,2004,9,Sep,Finland,Emea,Motorcycles,Small,24,42.24,1013.76,1013.76,True
10303,2004-10-06,2004,10,Oct,Spain,Emea,Vintage Cars,Small,46,49.04,2255.84,2255.84,True
10303,2004-10-06,2004,10,Oct,Spain,Emea,Vintage Cars,Small,24,40.21,965.04,965.04,True
10304,2004-10-11,2004,10,Oct,France,Emea,Vintage Cars,Medium,37,95.55,3535.35,3535.35,True
10304,2004-10-11,2004,10,Oct,France,Emea,Vintage Cars,Small,24,64.96,1559.04,1559.04,True
10304,2004-10-11,2004,10,Oct,France,Emea,Vintage Cars,Small,23,30.2,694.6,694.6,True
10304,2004-10-11,2004,10,Oct,France,Emea,Vintage Cars,Small,26,85.87,2232.62,2232.62,True
10304,2004-10-11,2004,10,Oct,France,Emea,Vintage Cars,Small,34,49.3,1676.2,1676.2,True
10304,2004-10-11,2004,10,Oct,France,Emea,Vintage Cars,Small,44,39.42,1734.48,1734.48,True
10304,2004-10-11,2004,10,Oct,France,Emea,Trucks And Buses,Medium,46,98.0,4508.0,4508.0,True
10304,2004-10-11,2004,10,Oct,France,Emea,Vintage Cars,Small,37,48.52,1795.24,1795.24,True
10304,2004-10-11,2004,10,Oct,France,Emea,Trucks And Buses,Small,36,73.04,2629.44,2629.44,True
10305,2004-10-13,2004,10,Oct,Usa,Unknown,Trucks And Buses,Small,22,99.29,2184.38,2184.38,True
10305,2004-10-13,2004,10,Oct,Usa,Unknown,Classic Cars,Small,45,61.85,2783.25,2783.25,True
10305,2004-10-13,2004,10,Oct,Usa,Unknown,Classic Cars,Small,48,31.47,1510.56,1510.56,True
10305,2004-10-13,2004,10,Oct,Usa,Unknown,Trucks And Buses,Small,40,57.9,2316.0,2316.0,True
10305,2004-10-13,2004,10,Oct,Usa,Unknown,Trucks And Buses,Small,41,53.48,2192.68,2192.68,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Trains,Medium,40,91.76,3670.4,3670.4,True
10307,2004-10-14,2004,10,Oct,Usa,Unknown,Planes,Small,34,53.63,1823.42,1823.42,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Ships,Medium,38,91.81,3488.78,3488.78,True
10307,2004-10-14,2004,10,Oct,Usa,Unknown,Ships,Medium,34,97.76,3323.84,3323.84,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Ships,Medium,43,75.17,3232.31,3232.31,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Ships,Small,32,90.15,2884.8,2884.8,True
10307,2004-10-14,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,22,71.67,1576.74,1576.74,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Ships,Small,50,54.0,2700.0,2700.0,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Vintage Cars,Small,31,84.08,2606.48,2606.48,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Trains,Small,34,60.34,2051.56,2051.56,True
10307,2004-10-14,2004,10,Oct,Usa,Unknown,Vintage Cars,Medium,48,86.81,4166.88,4166.88,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Vintage Cars,Medium,39,90.4,3525.6,3525.6,True
10307,2004-10-14,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,22,91.41,2011.02,2011.02,True
10307,2004-10-14,2004,10,Oct,Usa,Unknown,Planes,Small,25,75.36,1884.0,1884.0,True
10307,2004-10-14,2004,10,Oct,Usa,Unknown,Ships,Small,31,83.44,2586.64,2586.64,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Trains,Small,46,50.33,2315.18,2315.18,True
10306,2004-10-14,2004,10,Oct,Uk,Emea,Ships,Small,35,59.51,2082.85,2082.85,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Planes,Medium,43,76.43,3286.49,3286.49,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Vintage Cars,Medium,46,66.04,3037.84,3037.84,True
10309,2004-10-15,2004,10,Oct,Norway,Emea,Motorcycles,Small,24,56.1,1346.4,1346.4,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Planes,Medium,35,88.75,3106.25,3106.25,True
10309,2004-10-15,2004,10,Oct,Norway,Emea,Motorcycles,Small,28,88.68,2483.04,2483.04,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Planes,Small,27,82.79,2235.33,2235.33,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Planes,Medium,44,83.32,3666.08,3666.08,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Planes,Small,39,68.11,2656.29,2656.29,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Motorcycles,Small,47,63.22,2971.34,2971.34,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,47,43.64,2051.08,2051.08,True
10309,2004-10-15,2004,10,Oct,Norway,Emea,Motorcycles,Medium,50,84.7,4235.0,4235.0,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Planes,Small,21,87.2,1831.2,1831.2,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Motorcycles,Small,34,52.09,1771.06,1771.06,True
10308,2004-10-15,2004,10,Oct,Usa,Unknown,Motorcycles,Small,24,79.91,1917.84,1917.84,True
10311,2004-10-16,2004,10,Oct,Spain,Emea,Classic Cars,Small,25,66.99,1674.75,1674.75,True
10310,2004-10-16,2004,10,Oct,Germany,Emea,Classic Cars,Medium,49,81.4,3988.6,3988.6,True
10311,2004-10-16,2004,10,Oct,Spain,Emea,Classic Cars,Small,45,49.3,2218.5,2218.5,True
10310,2004-10-16,2004,10,Oct,Germany,Emea,Classic Cars,Medium,49,97.01,4753.49,4753.490000000001,True
10311,2004-10-16,2004,10,Oct,Spain,Emea,Classic Cars,Small,28,93.6,2620.8,2620.8,True
10310,2004-10-16,2004,10,Oct,Germany,Emea,Classic Cars,Small,38,56.94,2163.72,2163.72,True
10310,2004-10-16,2004,10,Oct,Germany,Emea,Classic Cars,Small,33,41.91,1383.03,1383.03,True
10311,2004-10-16,2004,10,Oct,Spain,Emea,Vintage Cars,Medium,41,81.91,3358.31,3358.31,True
10310,2004-10-16,2004,10,Oct,Germany,Emea,Motorcycles,Small,36,43.05,1549.8,1549.8,True
10310,2004-10-16,2004,10,Oct,Germany,Emea,Classic Cars,Small,27,80.41,2171.07,2171.07,True
10311,2004-10-16,2004,10,Oct,Spain,Emea,Classic Cars,Small,26,87.45,2273.7,2273.7,True
10310,2004-10-16,2004,10,Oct,Germany,Emea,Motorcycles,Small,42,67.14,2819.88,2819.88,True
10310,2004-10-16,2004,10,Oct,Germany,Emea,Classic Cars,Small,20,91.63,1832.6,1832.6,True
10311,2004-10-16,2004,10,Oct,Spain,Emea,Classic Cars,Small,25,83.04,2076.0,2076.0,True
10311,2004-10-16,2004,10,Oct,Spain,Emea,Classic Cars,Medium,46,92.09,4236.14,4236.14,True
10312,2004-10-21,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,39,29.54,1152.06,1152.06,True
10312,2004-10-21,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,39,56.85,2217.15,2217.15,True
10312,2004-10-21,2004,10,Oct,Usa,Unknown,Vintage Cars,Medium,43,89.38,3843.34,3843.34,True
10312,2004-10-21,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,31,35.29,1093.99,1093.99,True
10312,2004-10-21,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,25,44.21,1105.25,1105.25,True
10312,2004-10-21,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,35,53.72,1880.2,1880.2,True
10312,2004-10-21,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,30,61.15,1834.5,1834.5,True
10312,2004-10-21,2004,10,Oct,Usa,Unknown,Vintage Cars,Small,23,37.63,865.49,865.49,True
10314,2004-10-22,2004,10,Oct,Denmark,Emea,Trains,Small,38,61.51,2337.38,2337.38,True
10313,2004-10-22,2004,10,Oct,Canada,Unknown,Trucks And Buses,Small,27,87.64,2366.28,2366.28,True
10314,2004-10-22,2004,10,Oct,Denmark,Emea,Trains,Small,35,66.49,2327.15,2327.15,True
10314,2004-10-22,2004,10,Oct,Denmark,Emea,Classic Cars,Small,39,37.13,1448.07,1448.07,True
10314,2004-10-22,2004,10,Oct,Denmark,Emea,Classic Cars,Small,44,53.18,2339.92,2339.92,True
10314,2004-10-22,2004,10,Oct,Denmark,Emea,Ships,Small,23,76.22,1753.06,1753.06,True
10313,2004-10-22,2004,10,Oct,Canada,Unknown,Trucks And Buses,Small,38,45.45,1727.1,1727.1,True
10313,2004-10-22,2004,10,Oct,Canada,Unknown,Classic Cars,Small,30,99.13,2973.9,2973.9,True
10313,2004-10-22,2004,10,Oct,Canada,Unknown,Trucks And Buses,Small,34,56.24,1912.16,1912.16,True
10313,2004-10-22,2004,10,Oct,Canada,Unknown,Trucks And Buses,Small,34,52.87,1797.58,1797.58,True
10315,2004-10-29,2004,10,Oct,France,Emea,Vintage Cars,Small,24,86.74,2081.76,2081.76,True
10315,2004-10-29,2004,10,Oct,France,Emea,Ships,Medium,37,91.37,3380.69,3380.69,True
10315,2004-10-29,2004,10,Oct,France,Emea,Ships,Small,40,55.69,2227.6,2227.6,True
10315,2004-10-29,2004,10,Oct,France,Emea,Ships,Small,31,86.15,2670.65,2670.65,True
10315,2004-10-29,2004,10,Oct,France,Emea,Ships,Small,41,62.0,2542.0,2542.0,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Vintage Cars,Small,25,92.25,2306.25,2306.25,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Planes,Small,30,77.79,2333.7,2333.7,True
10348,2004-11-01,2004,11,Nov,Spain,Emea,Vintage Cars,Small,39,50.31,1962.09,1962.09,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Planes,Small,44,62.19,2736.36,2736.36,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Ships,Small,21,94.62,1987.02,1987.02,True
10348,2004-11-01,2004,11,Nov,Spain,Emea,Classic Cars,Small,48,52.36,2513.28,2513.28,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Planes,Small,34,82.21,2795.14,2795.14,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Planes,Medium,48,75.2,3609.6,3609.6,True
